Rank;Name;Year;Genre;Genre_Enum;Publisher;VG_Global_Sales;IGN_Score;Editors_Choice
2597;Need for Speed: Hot Pursuit 2;2002;Racing;8;Electronic Arts;3.73;7.1;N
2598;Crazy Taxi;2000;Racing;8;Sega;4.82;7.1;N
2599;NBA Live 2000;1998;Sports;2;Electronic Arts;1.96;7.1;N
2600;Hasbro Family Game Night 2;2009;Misc;12;Electronic Arts;1.38;7.1;N
2601;Diddy Kong Racing DS;2007;Racing;8;Nintendo;1.24;7.1;N
2602;NERF N-Strike;2008;Shooter;7;Electronic Arts;1.1;7.1;N
2603;Farming Simulator 2013;2012;Simulation;11;Focus Home Interactive;1.54;7.1;N
2604;Infinite Undiscovery;2008;Role-Playing;3;Square Enix;0.7;7.1;N
2605;Shaun White Snowboarding;2008;Sports;2;Ubisoft;2.34;7.1;N
2606;Tony Hawk's Proving Ground;2007;Sports;2;Activision;2.15;7.1;N
2607;NCAA March Madness 2003;2002;Sports;2;Electronic Arts;0.66;7.1;N
2608;Animaniacs Ten Pin Alley;1998;Sports;2;ASC Games;0.66;7.1;N
2609;Stuntman: Ignition;2007;Racing;8;THQ;1.44;7.1;N
2610;Lemony Snicket's A Series of Unfortunate Events;2004;Platform;1;Activision;1.44;7.1;N
2611;Batman Begins;2005;Action;5;Electronic Arts;1.09;7.1;N
2612;NBA Showtime: NBA on NBC;1999;Sports;2;Midway Games;0.8;7.1;N
2613;Wayne Gretzky's 3D Hockey;1996;Sports;2;Nintendo;0.53;7.1;N
2614;Bravely Second: End Layer;2015;Role-Playing;3;Nintendo;0.47;7.1;N
2615;Wario World;2003;Platform;1;Nintendo;0.44;7.1;N
2616;Dragon Ball Z: Attack of the Saiyans;2009;Role-Playing;3;Namco Bandai Games;0.38;7.1;N
2617;Monster Truck Madness 64;1999;Racing;8;Take-Two Interactive;0.3;7.1;N
2618;Prince of Persia: Rival Swords;2007;Action;5;Ubisoft;0.41;7.1;N
2619;NCAA Basketball 09;2008;Sports;2;Electronic Arts;0.67;7.1;N
2620;Wave Rally;2001;Racing;8;Eidos Interactive;0.27;7.1;N
2621;Battleborn;2016;Shooter;7;Take-Two Interactive;0.42;7.1;N
2622;KORG DS-10 Synthesizer;2008;Misc;12;AQ Interactive;0.22;7.1;N
2623;Full Auto;2006;Shooter;7;Sega;0.22;7.1;N
2624;50 Cent: Blood on the Sand;2009;Shooter;7;THQ;0.4;7.1;N
2625;Mace: The Dark Age;1997;Fighting;4;GT Interactive;0.19;7.1;N
2626;Robin Hood: Defender of the Crown;2003;Strategy;9;Capcom;0.22;7.1;N
2627;Terminator 3: The Redemption;2004;Shooter;7;Atari;0.25;7.1;N
2628;Doom;2001;Shooter;7;Activision;0.14;7.1;N
2629;NBA Jam 2000;1999;Sports;2;Acclaim Entertainment;0.13;7.1;N
2630;UFC: Tapout 2;2003;Fighting;4;Capcom;0.1;7.1;N
2631;Populous DS;2008;Strategy;9;Rising Star Games;0.1;7.1;N
2632;Championship Surfer;2000;Sports;2;Mattel Interactive;0.06;7.1;N
2633;Downforce;2002;Racing;8;Avalon Interactive;0.05;7.1;N
2634;Monster Kingdom: Jewel Summoner;2006;Role-Playing;3;Sony Computer Entertainment;0.04;7.1;N
2635;Crimson Tears;2004;Role-Playing;3;Capcom;0.03;7.1;N
2636;Syberia;2002;Action;5;Microids;0.27;7.1;N
2637;Mario Party DS;2007;Misc;12;Nintendo;9.02;7;N
2638;Wii Party;2010;Misc;12;Nintendo;8.49;7;N
2639;Cooking Mama;2006;Simulation;11;505 Games;5.72;7;N
2640;FIFA Soccer 11;2010;Sports;2;Electronic Arts;12.56;7;N
2641;Link's Crossbow Training;2007;Shooter;7;Nintendo;5;7;N
2642;The Sims: Unleashed;2002;Simulation;11;Electronic Arts;3.76;7;N
2643;Cooking Mama 2: Dinner With Friends;2007;Simulation;11;505 Games;3.61;7;N
2644;Luigi's Mansion;2001;Action;5;Nintendo;3.6;7;N
2645;The Getaway;2002;Action;5;Sony Computer Entertainment;3.54;7;N
2646;FIFA Soccer 2003;2002;Sports;2;Electronic Arts;4.16;7;N
2647;Mario Party 9;2012;Misc;12;Nintendo;3.32;7;N
2648;Club Penguin: Elite Penguin Force;2008;Adventure;6;Disney Interactive Studios;3.16;7;N
2649;Madden NFL 2002;2001;Sports;2;Electronic Arts;6.41;7;N
2650;Yoshi's Story;1997;Platform;1;Nintendo;2.85;7;N
2651;Finding Nemo;2003;Action;5;THQ;6.46;7;N
2652;Madden NFL 12;2011;Sports;2;Electronic Arts;5.62;7;N
2653;Madden NFL 09;2008;Sports;2;Electronic Arts;7.14;7;N
2654;Tomb Raider: The Last Revelation;1998;Action;5;Eidos Interactive;2.89;7;N
2655;Riven: The Sequel to Myst;1997;Adventure;6;Red Orb;2.75;7;N
2656;Theme Hospital;1997;Strategy;9;Electronic Arts;2.49;7;N
2657;Prince of Persia: The Sands of Time;2003;Action;5;Ubisoft;3.63;7;N
2658;Sonic Unleashed;2008;Platform;1;Sega;4.95;7;N
2659;The Sims: House Party;2001;Simulation;11;Electronic Arts;2.16;7;N
2660;Dance Dance Revolution: Hottest Party;2007;Simulation;11;Konami Digital Entertainment;2.08;7;N
2661;Sonic Classic Collection;2010;Platform;1;Sega;1.97;7;N
2662;Devil May Cry 2;2003;Action;5;Capcom;1.97;7;N
2663;Jet Moto 2;1997;Racing;8;Sony Computer Entertainment;1.94;7;N
2664;WCW Nitro;1998;Fighting;4;THQ;2.09;7;N
2665;Shrek 2;2004;Platform;1;Activision;3.43;7;N
2666;The Legend of Dragoon;1999;Role-Playing;3;Sony Computer Entertainment;1.86;7;N
2667;Dragon Quest VI: Realms of Revelation;2010;Role-Playing;3;Nintendo;1.81;7;N
2668;Heavenly Sword;2007;Action;5;Sony Computer Entertainment;1.66;7;N
2669;Mario Party 6;2004;Misc;12;Nintendo;1.65;7;N
2670;Go Vacation;2011;Misc;12;Namco Bandai Games;1.65;7;N
2671;Kinectimals;2010;Simulation;11;Microsoft Game Studios;1.64;7;N
2672;High School Musical 3: Senior Year;2008;Misc;12;Disney Interactive Studios;1.58;7;N
2673;Mario Party 7;2005;Misc;12;Nintendo;1.57;7;N
2674;Mafia II;2010;Action;5;Take-Two Interactive;3.47;7;N
2675;NASCAR 99;1998;Racing;8;Electronic Arts;2.5;7;N
2676;Pac-Man World 2;2002;Action;5;Namco Bandai Games;2.48;7;N
2677;Monopoly;1997;Misc;12;Hasbro Interactive;5.31;7;N
2678;Dirge of Cerberus: Final Fantasy VII;2006;Shooter;7;Square Enix;1.48;7;N
2679;Imagine: Master Chef;2007;Simulation;11;Ubisoft;1.47;7;N
2680;Midway Arcade Treasures;2003;Misc;12;Midway Games;2.06;7;N
2681;Homefront;2011;Shooter;7;THQ;2.61;7;N
2682;Red Dead Revolver;2004;Shooter;7;Take-Two Interactive;2;7;N
2683;Smarty Pants;2007;Misc;12;Electronic Arts;1.45;7;N
2684;Hasbro Family Game Night;2008;Puzzle;10;Electronic Arts;2.24;7;N
2685;SaGa Frontier;1997;Role-Playing;3;SquareSoft;1.35;7;N
2686;Your Shape: Fitness Evolved;2010;Sports;2;Ubisoft;1.33;7;N
2687;Triple Play 2001;2000;Sports;2;Electronic Arts;1.33;7;N
2688;Pokemon Ranger: Guardian Signs;2010;Role-Playing;3;Nintendo;1.33;7;N
2689;Madagascar;2005;Platform;1;Activision;3.45;7;N
2690;LEGO Battles;2009;Strategy;9;Warner Bros. Interactive Entertainment;1.31;7;N
2691;EA Playground;2007;Sports;2;Electronic Arts;1.63;7;N
2692;EA Sports Active 2;2010;Sports;2;Electronic Arts;2.61;7;N
2693;Army Men 3D;1999;Action;5;3DO;1.28;7;N
2694;Hyrule Warriors;2014;Action;5;Nintendo;1.68;7;N
2695;Ninja Gaiden;2004;Action;5;Microsoft Game Studios;1.23;7;N
2696;Cars;2006;Racing;8;THQ;6.86;7;N
2697;SimCity 2000;1996;Simulation;11;Maxis;1.33;7;N
2698;Test Drive 4;1997;Racing;8;Electronic Arts;1.21;7;N
2699;Mario vs. Donkey Kong 2: March of the Minis;2006;Puzzle;10;Nintendo;1.2;7;N
2700;Rage Racer;1996;Racing;8;Sony Computer Entertainment;1.17;7;N
2701;Mobile Suit Gundam: Federation vs. Zeon;2001;Simulation;11;Atari;1.14;7;N
2702;Lightning Returns: Final Fantasy XIII;2013;Role-Playing;3;Square Enix;1.39;7;N
2703;BeatMania;1998;Simulation;11;Konami Digital Entertainment;1.16;7;N
2704;Disney Universe;2011;Action;5;Disney Interactive Studios;2.27;7;N
2705;Guinness World Records: The Videogame;2008;Action;5;Warner Bros. Interactive Entertainment;1.56;7;N
2706;Mega Man X4;1996;Action;5;Virgin Interactive;1.11;7;N
2707;Dance Dance Revolution SuperNOVA;2006;Simulation;11;Konami Digital Entertainment;1.04;7;N
2708;The Bouncer;2000;Action;5;Sony Computer Entertainment;0.99;7;N
2709;Driver: San Francisco;2011;Racing;8;Ubisoft;2.06;7;N
2710;My Weight Loss Coach;2008;Sports;2;Ubisoft;0.96;7;N
2711;PilotWings Resort;2011;Simulation;11;Nintendo;0.96;7;N
2712;SaGa Frontier 2;1999;Role-Playing;3;SquareSoft;0.94;7;N
2713;Phantasy Star Portable;2008;Role-Playing;3;Sega;0.94;7;N
2714;SOCOM 4: U.S. Navy SEALs;2011;Shooter;7;Sony Computer Entertainment;0.9;7;N
2715;Endless Ocean: Blue World;2009;Simulation;11;Nintendo;0.88;7;N
2716;Cooking Mama: World Kitchen;2008;Simulation;11;505 Games;0.88;7;N
2717;Tony Hawk's Project 8;2006;Sports;2;Activision;2.55;7;N
2718;Personal Trainer: Walking;2008;Sports;2;Nintendo;0.79;7;N
2719;Worms: Open Warfare;2006;Strategy;9;THQ;0.86;7;N
2720;Raving Rabbids: Travel in Time;2010;Adventure;6;Ubisoft;0.76;7;N
2721;The Lord of the Rings: Conquest;2009;Action;5;Electronic Arts;1.54;7;N
2722;Spectrobes;2007;Role-Playing;3;Disney Interactive Studios;0.75;7;N
2723;Coded Arms;2005;Shooter;7;Konami Digital Entertainment;0.75;7;N
2724;Resonance of Fate;2010;Role-Playing;3;Sega;1.07;7;N
2725;Mortal Kombat: Unchained;2006;Fighting;4;Midway Games;0.74;7;N
2726;Blur;2010;Racing;8;Activision;1.4;7;N
2727;Sword of Mana;2003;Role-Playing;3;Nintendo;0.74;7;N
2728;Major League Baseball 2K7;2007;Sports;2;Spike;1.66;7;N
2729;Dragon Quest Swords: The Masked Queen and the Tower of Mirrors;2007;Role-Playing;3;Square Enix;0.71;7;N
2730;LEGO Rock Band;2009;Misc;12;Warner Bros. Interactive Entertainment;2.16;7;N
2731;London 2012: The Official Video Game of the Olympic Games;2012;Sports;2;Sega;1.29;7;N
2732;Ape Escape: On the Loose;2005;Platform;1;Sony Computer Entertainment;0.7;7;N
2733;Bushido Blade 2;1998;Fighting;4;SquareSoft;0.68;7;N
2734;Street Sk8er;1998;Sports;2;Electronic Arts;0.67;7;N
2735;Legend of Legaia;1998;Role-Playing;3;Sony Computer Entertainment;0.66;7;N
2736;Shrek: Hassle at the Castle;2002;Action;5;TDK Mediactive;0.66;7;N
2737;Crash Bandicoot Purple: Ripto's Rampage;2004;Platform;1;Vivendi Games;0.64;7;N
2738;Spyro: A Hero's Tail;2004;Platform;1;Vivendi Games;1.07;7;N
2739;NieR;2010;Role-Playing;3;Square Enix;0.93;7;N
2740;Angry Birds Trilogy;2012;Action;5;Activision;1.06;7;N
2741;The Sims 3: Generations;2011;Simulation;11;Electronic Arts;0.63;7;N
2742;MySims Racing;2009;Racing;8;Electronic Arts;1.1;7;N
2743;Duke Nukem: Total Meltdown;1997;Shooter;7;GT Interactive;0.61;7;N
2744;SimCity DS;2007;Simulation;11;Electronic Arts;0.61;7;N
2745;NHL 15;2014;Sports;2;Electronic Arts;1.83;7;N
2746;Spyro Orange: The Cortex Conspiracy;2004;Action;5;Vivendi Games;0.57;7;N
2747;Dragon Ball Z: Shin Budokai;2006;Fighting;4;Atari;0.55;7;N
2748;Terminator Salvation;2009;Shooter;7;Warner Bros. Interactive Entertainment;0.89;7;N
2749;Ty the Tasmanian Tiger 2: Bush Rescue;2004;Platform;1;Electronic Arts;0.97;7;N
2750;DC Universe Online;2011;Role-Playing;3;Sony Online Entertainment;0.76;7;N
2751;Virtual Pool;1997;Sports;2;Interplay;0.51;7;N
2752;Major League Baseball 2K10;2010;Sports;2;Take-Two Interactive;1.41;7;N
2753;SpongeBob SquarePants: Creature from the Krusty Krab;2006;Platform;1;THQ;1.33;7;N
2754;Bleach: Soul Resurreccion;2011;Fighting;4;Nippon Ichi Software;0.5;7;N
2755;Fortune Street;2011;Misc;12;Nintendo;0.5;7;N
2756;Major League Baseball 2K12;2012;Sports;2;Take-Two Interactive;1.06;7;N
2757;Shrek SuperSlam;2005;Action;5;Activision;1.32;7;N
2758;Fantastic 4;2005;Action;5;Activision;1.01;7;N
2759;Nicktoons: Attack of the Toybots;2007;Platform;1;THQ;0.99;7;N
2760;WWE Wrestlemania X8;2002;Fighting;4;THQ;0.49;7;N
2761;Jake Power: Fireman;2008;Adventure;6;Ubisoft;0.49;7;N
2762;Steel Diver;2011;Action;5;Nintendo;0.49;7;N
2763;Hamsterz Life;2006;Action;5;Ubisoft;0.47;7;N
2764;Automobili Lamborghini;1997;Racing;8;Titus;0.47;7;N
2765;Stuart Little 2;2002;Platform;1;Activision;0.46;7;N
2766;Virtua Tennis 4;2011;Sports;2;Sega;0.88;7;N
2767;Red Faction: Armageddon;2011;Shooter;7;THQ;0.94;7;N
2768;Dynasty Warriors: Strikeforce;2009;Action;5;Ubisoft Annecy;0.97;7;N
2769;Major League Baseball 2K11;2011;Sports;2;Take-Two Interactive;1.09;7;N
2770;My Fashion Studio;2007;Misc;12;Ubisoft;0.45;7;N
2771;Apocalypse;1998;Action;5;Activision;0.45;7;N
2772;My Spanish Coach;2007;Misc;12;Ubisoft;0.57;7;N
2773;Puppy Luv: Spa and Resort;2007;Simulation;11;Activision;0.44;7;N
2774;Master of Illusion;2006;Puzzle;10;Nintendo;0.44;7;N
2775;Cool Boarders;1996;Sports;2;Sony Computer Entertainment;0.43;7;N
2776;Zone of the Enders HD Collection;2012;Simulation;11;Konami Digital Entertainment;0.63;7;N
2777;Microsoft Flight Simulator X;2006;Simulation;11;Microsoft Game Studios;0.43;7;N
2778;Juiced: Eliminator;2006;Racing;8;THQ;0.43;7;N
2779;Dog's Life;2003;Adventure;6;Sony Computer Entertainment;0.42;7;N
2780;Superman: Shadow of Apokolips;2002;Action;5;Atari;0.5;7;N
2781;Wolfenstein: The Old Blood;2015;Action;5;Bethesda Softworks;0.65;7;N
2782;Fishing Resort;2011;Sports;2;Namco Bandai Games;0.42;7;N
2783;WWE All Stars;2011;Fighting;4;THQ;1.5;7;N
2784;Katamari Forever;2009;Puzzle;10;Namco Bandai Games;0.42;7;N
2785;Speed Racer: The Videogame;2008;Racing;8;Warner Bros. Interactive Entertainment;0.98;7;N
2786;NFL GameDay 2003;2003;Sports;2;Unknown;0.4;7;N
2787;Gauntlet: Seven Sorrows;2005;Role-Playing;3;Midway Games;0.58;7;N
2788;Road Rash: Jailbreak;1999;Racing;8;Electronic Arts;0.5;7;N
2789;Ener-G: Gym Rockets;2008;Sports;2;Ubisoft;0.39;7;N
2790;The Dog Island;2007;Adventure;6;Ubisoft;0.66;7;N
2791;Auto Modellista;2002;Racing;8;Capcom;0.42;7;N
2792;One Piece: Unlimited World Red;2013;Action;5;Namco Bandai Games;0.92;7;N
2793;Petz Rescue: Wildlife Vet;2008;Simulation;11;Ubisoft;0.61;7;N
2794;Kirby's Dream Land 3;1997;Platform;1;Nintendo;0.36;7;N
2795;Teenage Mutant Ninja Turtles: Smash-Up;2009;Fighting;4;Ubisoft;0.57;7;N
2796;Street Fighter Alpha: Warriors' Dreams;1996;Fighting;4;Capcom;0.35;7;N
2797;Naruto Shippuden: Ultimate Ninja Impact;2011;Fighting;4;Namco Bandai Games;0.35;7;N
2798;Driver 2 Advance;2002;Action;5;Atari;0.34;7;N
2799;Marvel Super Heroes;1997;Fighting;4;Virgin Interactive;0.4;7;N
2800;Super Bust-A-Move;2000;Puzzle;10;Acclaim Entertainment;0.39;7;N
2801;Thunderstrike: Operation Phoenix;2001;Simulation;11;Eidos Interactive;0.34;7;N
2802;Tom Clancy's Ghost Recon: Shadow Wars;2011;Strategy;9;Ubisoft;0.34;7;N
2803;Jonah Lomu Rugby Challenge;2011;Sports;2;Home Entertainment Suppliers;0.65;7;N
2804;Modnation Racers: Road Trip;2012;Racing;8;Sony Computer Entertainment;0.34;7;N
2805;Fade to Black;1996;Action;5;Electronic Arts;0.34;7;N
2806;World Championship Poker 2: Featuring Howard Lederer;2005;Misc;12;Oxygen Interactive;0.57;7;N
2807;Tokyo Highway Battle;1996;Racing;8;Jaleco;0.33;7;N
2808;Pandora's Tower;2011;Role-Playing;3;Nintendo;0.33;7;N
2809;The King of Fighters XIII;2011;Fighting;4;Rising Star Games;0.64;7;N
2810;MySims SkyHeroes;2010;Action;5;Electronic Arts;0.85;7;N
2811;Dead Rising 2: Off the Record;2011;Action;5;Capcom;0.67;7;N
2812;Pinball Hall of Fame: The Gottlieb Collection;2004;Misc;12;Play It;0.83;7;N
2813;Rally Cross;1997;Racing;8;Sony Computer Entertainment;0.32;7;N
2814;WarCraft II: The Dark Saga;1997;Strategy;9;Electronic Arts;0.31;7;N
2815;Spin Jam;2000;Puzzle;10;Empire Interactive;0.31;7;N
2816;Cart World Series;1997;Racing;8;Sony Computer Entertainment;0.3;7;N
2817;Zoo Tycoon 2 DS;2008;Strategy;9;THQ;0.3;7;N
2818;Majin and the Forsaken Kingdom;2010;Adventure;6;Namco Bandai Games;0.48;7;N
2819;Earthworm Jim;2001;Platform;1;Interplay;0.29;7;N
2820;X-Men: Reign of Apocalypse;2001;Action;5;Activision;0.28;7;N
2821;Shadows of the Damned;2011;Action;5;Electronic Arts;0.47;7;N
2822;NHL Hitz 20-03;2002;Sports;2;Midway Games;0.47;7;N
2823;Resident Evil: Deadly Silence;2006;Action;5;Capcom;0.27;7;N
2824;WWE Road to WrestleMania X8;2002;Fighting;4;THQ;0.27;7;N
2825;Smart Girl's Playhouse;2007;Misc;12;505 Games;0.26;7;N
2826;Formula One 2001;2001;Racing;8;Sony Computer Entertainment;0.26;7;N
2827;Hybrid Heaven;1999;Role-Playing;3;Konami Digital Entertainment;0.25;7;N
2828;Ultimate Band;2008;Misc;12;Disney Interactive Studios;0.48;7;N
2829;F1 2000;2000;Racing;8;Electronic Arts;0.25;7;N
2830;Anno 2205;2015;Strategy;9;Ubisoft;0.25;7;N
2831;Dora the Explorer: Journey to the Purple Planet;2005;Adventure;6;Global Star;0.36;7;N
2832;Monster Jam;2007;Racing;8;Activision;0.75;7;N
2833;Paperboy;1999;Action;5;Midway Games;0.24;7;N
2834;TrackMania: Build to Race;2010;Racing;8;Focus Home Interactive;0.24;7;N
2835;Dynasty Warriors: Gundam Reborn;2013;Action;5;Tecmo Koei;0.36;7;N
2836;Genji: Dawn of the Samurai;2005;Action;5;Sony Computer Entertainment;0.23;7;N
2837;FaceBreaker K.O. Party;2008;Fighting;4;Electronic Arts;0.22;7;N
2838;Infinite Space;2009;Role-Playing;3;Sega;0.22;7;N
2839;Tenchu: Return From Darkness;2004;Action;5;Activision;0.21;7;N
2840;World Poker Tour;2005;Misc;12;Take-Two Interactive;0.32;7;N
2841;Neo Contra;2004;Shooter;7;Konami Digital Entertainment;0.21;7;N
2842;Heroes of Ruin;2012;Role-Playing;3;Nintendo;0.21;7;N
2843;Ridge Racer 6;2005;Racing;8;Namco Bandai Games;0.2;7;N
2844;The Cheetah Girls: Passport to Stardom;2008;Misc;12;Disney Interactive Studios;0.2;7;N
2845;Bleach: The 3rd Phantom;2008;Role-Playing;3;Sega;0.2;7;N
2846;Shiren the Wanderer;2008;Role-Playing;3;Sega;0.2;7;N
2847;Bound By Flame;2014;Role-Playing;3;Focus Home Interactive;0.2;7;N
2848;Descent;1996;Shooter;7;Interplay;0.19;7;N
2849;Trivial Pursuit unhinged;2004;Misc;12;Atari;0.28;7;N
2850;Death Jr.;2005;Platform;1;Konami Digital Entertainment;0.19;7;N
2851;Lunar Legend;2002;Role-Playing;3;Media Rings;0.19;7;N
2852;Jackie Chan Adventures: Legend of the Dark Hand;2001;Action;5;Activision;0.19;7;N
2853;The Lord of the Rings: War in the North;2011;Action;5;Warner Bros. Interactive Entertainment;1.9;7;N
2854;Driving Emotion Type-S;2000;Racing;8;Electronic Arts;0.18;7;N
2855;Amplitude;2003;Misc;12;Sony Computer Entertainment;0.18;7;N
2856;Disney Friends;2007;Simulation;11;Disney Interactive Studios;0.18;7;N
2857;Shadow Madness;1999;Action;5;Crave Entertainment;0.18;7;N
2858;My French Coach;2007;Misc;12;Ubisoft;0.18;7;N
2859;SEGA Bass Fishing Duel;2002;Sports;2;Sega;0.17;7;N
2860;Open Season;2006;Platform;1;Ubisoft;0.6;7;N
2861;The Secret World;2012;Role-Playing;3;Funcom;0.17;7;N
2862;Finding Nemo: Escape to the Big Blue;2006;Action;5;THQ;0.17;7;N
2863;Custom Robo Arena;2006;Fighting;4;Nintendo;0.17;7;N
2864;Zoo Keeper;2004;Puzzle;10;Ignition Entertainment;0.17;7;N
2865;Sega Superstars;2004;Misc;12;Sega;0.17;7;N
2866;Time Hollow;2008;Adventure;6;Konami Digital Entertainment;0.16;7;N
2867;Ghost in the Shell: Stand Alone Complex;2004;Adventure;6;Namco Bandai Games;0.23;7;N
2868;Dragon's Lair Trilogy;2010;Adventure;6;Destineer;0.16;7;N
2869;Polaris SnoCross;2000;Racing;8;Vatical Entertainment;0.22;7;N
2870;Shadow Ops: Red Mercury;2004;Shooter;7;Atari;0.15;7;N
2871;Mind Zero;2013;Role-Playing;3;GungHo;0.15;7;N
2872;Darkstalkers Chronicle: The Chaos Tower;2004;Fighting;4;Capcom;0.15;7;N
2873;Metal Slug 7;2008;Shooter;7;Ignition Entertainment;0.15;7;N
2874;Grabbed by the Ghoulies;2003;Action;5;Microsoft Game Studios;0.14;7;N
2875;Lost Dimension;2014;Role-Playing;3;Nippon Ichi Software;0.22;7;N
2876;Thunder Truck Rally;1997;Racing;8;Psygnosis;0.14;7;N
2877;PaRappa The Rapper 2;2001;Misc;12;Sony Computer Entertainment;0.14;7;N
2878;NFL Head Coach 09;2008;Sports;2;Electronic Arts;0.25;7;N
2879;Hard Rock Casino;2007;Misc;12;Oxygen Interactive;0.14;7;N
2880;Pet Pals: Animal Doctor;2008;Simulation;11;JoWood Productions;0.14;7;N
2881;Gourmet Chef: Cook Your Way to Fame;2008;Misc;12;Ubisoft;0.14;7;N
2882;Brain Assist;2007;Misc;12;Sega;0.13;7;N
2883;Azure Dreams;1997;Role-Playing;3;Konami Digital Entertainment;0.13;7;N
2884;Star Wars: Lethal Alliance;2006;Action;5;Ubisoft;0.23;7;N
2885;All Star Cheer Squad 2;2009;Sports;2;THQ;0.13;7;N
2886;Digimon Racing;2004;Racing;8;Namco Bandai Games;0.13;7;N
2887;Whiplash;2003;Racing;8;Eidos Interactive;0.19;7;N
2888;The Stronghold Collection;2009;Strategy;9;Take-Two Interactive;0.13;7;N
2889;Mega Man X Collection;2006;Misc;12;Capcom;0.37;7;N
2890;Worms 3D;2003;Strategy;9;Sega;0.25;7;N
2891;Obscure: The Aftermath;2008;Action;5;Playlogic Game Factory;0.21;7;N
2892;Yard Sale Hidden Treasures: Sunnyville;2010;Puzzle;10;Konami Digital Entertainment;0.12;7;N
2893;ArmA III;2013;Shooter;7;Bohemia Interactive;0.12;7;N
2894;Nightshade;2003;Action;5;Sega;0.12;7;N
2895;Ultimate Puzzle Games: Sudoku Edition;2007;Puzzle;10;Telegames;0.12;7;N
2896;Darkspore;2011;Role-Playing;3;Electronic Arts;0.12;7;N
2897;FIFA Soccer;2005;Sports;2;Electronic Arts;0.74;7;N
2898;Smash Cars;2003;Racing;8;Metro 3D;0.11;7;N
2899;Mass Destruction;1997;Shooter;7;BMG Interactive Entertainment;0.11;7;N
2900;Contra Advance: The Alien Wars EX;2002;Shooter;7;Konami Digital Entertainment;0.11;7;N
2901;Smash Court Tennis 3;2007;Sports;2;Atari;0.16;7;N
2902;Street Fighter Collection;1996;Fighting;4;Capcom;0.21;7;N
2903;Felony 11-79;1997;Racing;8;ASCII Entertainment;0.11;7;N
2904;Princess Debut;2008;Misc;12;Cave;0.1;7;N
2905;Cabela's Outdoor Adventures;2005;Sports;2;Zoo Digital Publishing;0.13;7;N
2906;Army Corps of Hell;2011;Action;5;Square Enix;0.1;7;N
2907;Riviera: The Promised Land;2004;Role-Playing;3;Sting;0.19;7;N
2908;Draglade;2007;Fighting;4;505 Games;0.1;7;N
2909;Freaky Flyers;2003;Racing;8;Midway Games;0.14;7;N
2910;Silent Scope Complete;2004;Shooter;7;Konami Digital Entertainment;0.1;7;N
2911;Shining Force EXA;2007;Role-Playing;3;Sega;0.1;7;N
2912;Who Wants to Be A Millionaire?;2011;Misc;12;Ubisoft;0.1;7;N
2913;Forever Kingdom;2001;Role-Playing;3;From Software;0.09;7;N
2914;Digimon Rumble Arena 2;2004;Fighting;4;Atari;0.15;7;N
2915;Return Fire;1996;Strategy;9;Time Warner Interactive;0.09;7;N
2916;Atari Classics Evolved;2007;Misc;12;Atari;0.09;7;N
2917;Fire Pro Wrestling Returns;2005;Sports;2;505 Games;0.09;7;N
2918;Sega GT Online;2003;Racing;8;Sega;0.08;7;N
2919;Warriors Orochi 3 Hyper;2012;Action;5;Tecmo Koei;0.08;7;N
2920;Worms: A Space Oddity;2008;Strategy;9;THQ;0.08;7;N
2921;Puzzle Chronicles;2010;Puzzle;10;Konami Digital Entertainment;0.1;7;N
2922;Serious Sam 3: BFE;2011;Shooter;7;Mastertronic;0.08;7;N
2923;futureU: The Prep Game for SAT;2008;Misc;12;Aspyr;0.08;7;N
2924;Sub Rebellion;2002;Simulation;11;Metro 3D;0.08;7;N
2925;Outlaw Tennis;2005;Sports;2;Global Star;0.12;7;N
2926;The Golf Club;2014;Sports;2;Unknown;0.11;7;N
2927;Agatha Christie: And Then There Were None;2008;Adventure;6;The Adventure Company;0.08;7;N
2928;World Championship Poker: Deluxe Series;2005;Misc;12;505 Games;0.08;7;N
2929;Stuart Little 3: Big Photo Adventure;2005;Platform;1;Sony Computer Entertainment;0.08;7;N
2930;Still Life;2005;Adventure;6;Microids;0.07;7;N
2931;Romance of the Three Kingdoms XI;2007;Strategy;9;Tecmo Koei;0.07;7;N
2932;Elements of Destruction;2007;Strategy;9;THQ;0.07;7;N
2933;Pitfall: The Lost Expedition;2003;Platform;1;Activision;0.42;7;N
2934;Fatal Fury: Battle Archives Volume 2;2007;Fighting;4;SNK Playmore;0.07;7;N
2935;World Racing;2003;Racing;8;TDK Mediactive;0.07;7;N
2936;The King of Fighters 02/03;2005;Fighting;4;SNK;0.1;7;N
